O_cluster_id,O_center_longitude,O_center_latitude,D_center_longitude,D_center_latitude,match_count
0,104.07199374834718,30.67266850255036,104.07206172260082,30.672240335204563,191305
0,104.07199374834718,30.67266850255036,103.9237705251509,30.591269382293763,497
0,104.07199374834718,30.67266850255036,104.25866720930233,30.88396520930232,43
0,104.07199374834718,30.67266850255036,104.2572095409836,30.562403475409837,121
0,104.07199374834718,30.67266850255036,104.30622614285714,30.60209007142857,28
0,104.07199374834718,30.67266850255036,103.85504021904762,30.689626469841276,313
0,104.07199374834718,30.67266850255036,103.99518476923079,30.48707561538462,12
0,104.07199374834718,30.67266850255036,103.88414,30.486520000000002,5
0,104.07199374834718,30.67266850255036,104.17112445000001,30.743695549999995,19
0,104.07199374834718,30.67266850255036,103.98198211214954,30.82188456074766,104
0,104.07199374834718,30.67266850255036,104.0119119047619,30.874704460317464,63
0,104.07199374834718,30.67266850255036,103.95123416666667,30.49310916666667,12
0,104.07199374834718,30.67266850255036,103.9098943,30.72089306666667,30
0,104.07199374834718,30.67266850255036,104.13582,30.48946,8
0,104.07199374834718,30.67266850255036,104.16834499999999,30.760274999999996,6
0,104.07199374834718,30.67266850255036,104.23110196551724,30.649298068965518,58
0,104.07199374834718,30.67266850255036,103.61329,30.99683,8
0,104.07199374834718,30.67266850255036,103.9236534117647,30.673446323529415,32
0,104.07199374834718,30.67266850255036,104.40076285714285,30.86340285714286,7
0,104.07199374834718,30.67266850255036,104.21791800000001,30.802466,10
0,104.07199374834718,30.67266850255036,104.23668295454549,30.782374772727266,22
0,104.07199374834718,30.67266850255036,104.29697363636365,30.684199999999997,11
0,104.07199374834718,30.67266850255036,104.02067249999999,30.839014833333334,36
0,104.07199374834718,30.67266850255036,103.98255375,30.511358750000003,8
0,104.07199374834718,30.67266850255036,104.15432199999998,30.847402,5
0,104.07199374834718,30.67266850255036,103.94843095000002,30.977993000000005,20
0,104.07199374834718,30.67266850255036,104.096902,30.896734,5
0,104.07199374834718,30.67266850255036,104.13560333333334,30.478386666666665,6
0,104.07199374834718,30.67266850255036,104.43639333333334,30.85260166666667,6
0,104.07199374834718,30.67266850255036,103.87531714285714,30.58457842857143,7
0,104.07199374834718,30.67266850255036,103.57272800000001,30.897280000000002,5
0,104.07199374834718,30.67266850255036,104.269135,30.725851111111112,18
0,104.07199374834718,30.67266850255036,104.20363857142857,30.876861428571427,7
0,104.07199374834718,30.67266850255036,104.26632926086955,30.64805417391305,23
0,104.07199374834718,30.67266850255036,103.85716500000002,30.777672384615382,13
0,104.07199374834718,30.67266850255036,103.63606428571428,30.983785714285716,7
0,104.07199374834718,30.67266850255036,103.99615333333333,30.520253333333333,6
0,104.07199374834718,30.67266850255036,104.20068999999998,30.593339000000004,5
0,104.07199374834718,30.67266850255036,103.9572088888889,30.990869999999997,9
0,104.07199374834718,30.67266850255036,104.21925016666667,30.707968500000003,6
0,104.07199374834718,30.67266850255036,104.327773875,30.637637875,8
0,104.07199374834718,30.67266850255036,103.68092666666666,30.644258333333337,6
0,104.07199374834718,30.67266850255036,104.1073157142857,30.944672857142855,7
0,104.07199374834718,30.67266850255036,104.461646,30.857539600000003,5
0,104.07199374834718,30.67266850255036,104.22959399999999,30.815998,5
0,104.07199374834718,30.67266850255036,103.9334546,30.990269599999998,5
0,104.07199374834718,30.67266850255036,103.80225399999999,30.661294000000005,5
1,103.85233323275861,30.68907912931035,104.07206172260082,30.672240335204563,231
1,103.85233323275861,30.68907912931035,103.9237705251509,30.591269382293763,0
1,103.85233323275861,30.68907912931035,104.25866720930233,30.88396520930232,0
1,103.85233323275861,30.68907912931035,104.2572095409836,30.562403475409837,0
1,103.85233323275861,30.68907912931035,104.30622614285714,30.60209007142857,0
1,103.85233323275861,30.68907912931035,103.85504021904762,30.689626469841276,0
1,103.85233323275861,30.68907912931035,103.99518476923079,30.48707561538462,0
1,103.85233323275861,30.68907912931035,103.88414,30.486520000000002,0
1,103.85233323275861,30.68907912931035,104.17112445000001,30.743695549999995,0
1,103.85233323275861,30.68907912931035,103.98198211214954,30.82188456074766,0
1,103.85233323275861,30.68907912931035,104.0119119047619,30.874704460317464,0
1,103.85233323275861,30.68907912931035,103.95123416666667,30.49310916666667,0
1,103.85233323275861,30.68907912931035,103.9098943,30.72089306666667,0
1,103.85233323275861,30.68907912931035,104.13582,30.48946,0
1,103.85233323275861,30.68907912931035,104.16834499999999,30.760274999999996,0
1,103.85233323275861,30.68907912931035,104.23110196551724,30.649298068965518,0
1,103.85233323275861,30.68907912931035,103.61329,30.99683,0
1,103.85233323275861,30.68907912931035,103.9236534117647,30.673446323529415,1
1,103.85233323275861,30.68907912931035,104.40076285714285,30.86340285714286,0
1,103.85233323275861,30.68907912931035,104.21791800000001,30.802466,0
1,103.85233323275861,30.68907912931035,104.23668295454549,30.782374772727266,0
1,103.85233323275861,30.68907912931035,104.29697363636365,30.684199999999997,0
1,103.85233323275861,30.68907912931035,104.02067249999999,30.839014833333334,0
1,103.85233323275861,30.68907912931035,103.98255375,30.511358750000003,0
1,103.85233323275861,30.68907912931035,104.15432199999998,30.847402,0
1,103.85233323275861,30.68907912931035,103.94843095000002,30.977993000000005,0
1,103.85233323275861,30.68907912931035,104.096902,30.896734,0
1,103.85233323275861,30.68907912931035,104.13560333333334,30.478386666666665,0
1,103.85233323275861,30.68907912931035,104.43639333333334,30.85260166666667,0
1,103.85233323275861,30.68907912931035,103.87531714285714,30.58457842857143,0
1,103.85233323275861,30.68907912931035,103.57272800000001,30.897280000000002,0
1,103.85233323275861,30.68907912931035,104.269135,30.725851111111112,0
1,103.85233323275861,30.68907912931035,104.20363857142857,30.876861428571427,0
1,103.85233323275861,30.68907912931035,104.26632926086955,30.64805417391305,0
1,103.85233323275861,30.68907912931035,103.85716500000002,30.777672384615382,0
1,103.85233323275861,30.68907912931035,103.63606428571428,30.983785714285716,0
1,103.85233323275861,30.68907912931035,103.99615333333333,30.520253333333333,0
1,103.85233323275861,30.68907912931035,104.20068999999998,30.593339000000004,0
1,103.85233323275861,30.68907912931035,103.9572088888889,30.990869999999997,0
1,103.85233323275861,30.68907912931035,104.21925016666667,30.707968500000003,0
1,103.85233323275861,30.68907912931035,104.327773875,30.637637875,0
1,103.85233323275861,30.68907912931035,103.68092666666666,30.644258333333337,0
1,103.85233323275861,30.68907912931035,104.1073157142857,30.944672857142855,0
1,103.85233323275861,30.68907912931035,104.461646,30.857539600000003,0
1,103.85233323275861,30.68907912931035,104.22959399999999,30.815998,0
1,103.85233323275861,30.68907912931035,103.9334546,30.990269599999998,0
1,103.85233323275861,30.68907912931035,103.80225399999999,30.661294000000005,0
2,103.9836515151515,30.822061282828283,104.07206172260082,30.672240335204563,96
2,103.9836515151515,30.822061282828283,103.9237705251509,30.591269382293763,0
2,103.9836515151515,30.822061282828283,104.25866720930233,30.88396520930232,0
2,103.9836515151515,30.822061282828283,104.2572095409836,30.562403475409837,0
2,103.9836515151515,30.822061282828283,104.30622614285714,30.60209007142857,0
2,103.9836515151515,30.822061282828283,103.85504021904762,30.689626469841276,0
2,103.9836515151515,30.822061282828283,103.99518476923079,30.48707561538462,0
2,103.9836515151515,30.822061282828283,103.88414,30.486520000000002,0
2,103.9836515151515,30.822061282828283,104.17112445000001,30.743695549999995,0
2,103.9836515151515,30.822061282828283,103.98198211214954,30.82188456074766,3
2,103.9836515151515,30.822061282828283,104.0119119047619,30.874704460317464,0
2,103.9836515151515,30.822061282828283,103.95123416666667,30.49310916666667,0
2,103.9836515151515,30.822061282828283,103.9098943,30.72089306666667,0
2,103.9836515151515,30.822061282828283,104.13582,30.48946,0
2,103.9836515151515,30.822061282828283,104.16834499999999,30.760274999999996,0
2,103.9836515151515,30.822061282828283,104.23110196551724,30.649298068965518,0
2,103.9836515151515,30.822061282828283,103.61329,30.99683,0
2,103.9836515151515,30.822061282828283,103.9236534117647,30.673446323529415,0
2,103.9836515151515,30.822061282828283,104.40076285714285,30.86340285714286,0
2,103.9836515151515,30.822061282828283,104.21791800000001,30.802466,0
2,103.9836515151515,30.822061282828283,104.23668295454549,30.782374772727266,0
2,103.9836515151515,30.822061282828283,104.29697363636365,30.684199999999997,0
2,103.9836515151515,30.822061282828283,104.02067249999999,30.839014833333334,0
2,103.9836515151515,30.822061282828283,103.98255375,30.511358750000003,0
2,103.9836515151515,30.822061282828283,104.15432199999998,30.847402,0
2,103.9836515151515,30.822061282828283,103.94843095000002,30.977993000000005,0
2,103.9836515151515,30.822061282828283,104.096902,30.896734,0
2,103.9836515151515,30.822061282828283,104.13560333333334,30.478386666666665,0
2,103.9836515151515,30.822061282828283,104.43639333333334,30.85260166666667,0
2,103.9836515151515,30.822061282828283,103.87531714285714,30.58457842857143,0
2,103.9836515151515,30.822061282828283,103.57272800000001,30.897280000000002,0
2,103.9836515151515,30.822061282828283,104.269135,30.725851111111112,0
2,103.9836515151515,30.822061282828283,104.20363857142857,30.876861428571427,0
2,103.9836515151515,30.822061282828283,104.26632926086955,30.64805417391305,0
2,103.9836515151515,30.822061282828283,103.85716500000002,30.777672384615382,0
2,103.9836515151515,30.822061282828283,103.63606428571428,30.983785714285716,0
2,103.9836515151515,30.822061282828283,103.99615333333333,30.520253333333333,0
2,103.9836515151515,30.822061282828283,104.20068999999998,30.593339000000004,0
2,103.9836515151515,30.822061282828283,103.9572088888889,30.990869999999997,0
2,103.9836515151515,30.822061282828283,104.21925016666667,30.707968500000003,0
2,103.9836515151515,30.822061282828283,104.327773875,30.637637875,0
2,103.9836515151515,30.822061282828283,103.68092666666666,30.644258333333337,0
2,103.9836515151515,30.822061282828283,104.1073157142857,30.944672857142855,0
2,103.9836515151515,30.822061282828283,104.461646,30.857539600000003,0
2,103.9836515151515,30.822061282828283,104.22959399999999,30.815998,0
2,103.9836515151515,30.822061282828283,103.9334546,30.990269599999998,0
2,103.9836515151515,30.822061282828283,103.80225399999999,30.661294000000005,0
3,104.20668403125,30.735720781250002,104.07206172260082,30.672240335204563,31
3,104.20668403125,30.735720781250002,103.9237705251509,30.591269382293763,0
3,104.20668403125,30.735720781250002,104.25866720930233,30.88396520930232,0
3,104.20668403125,30.735720781250002,104.2572095409836,30.562403475409837,0
3,104.20668403125,30.735720781250002,104.30622614285714,30.60209007142857,0
3,104.20668403125,30.735720781250002,103.85504021904762,30.689626469841276,0
3,104.20668403125,30.735720781250002,103.99518476923079,30.48707561538462,0
3,104.20668403125,30.735720781250002,103.88414,30.486520000000002,0
3,104.20668403125,30.735720781250002,104.17112445000001,30.743695549999995,0
3,104.20668403125,30.735720781250002,103.98198211214954,30.82188456074766,0
3,104.20668403125,30.735720781250002,104.0119119047619,30.874704460317464,0
3,104.20668403125,30.735720781250002,103.95123416666667,30.49310916666667,0
3,104.20668403125,30.735720781250002,103.9098943,30.72089306666667,0
3,104.20668403125,30.735720781250002,104.13582,30.48946,0
3,104.20668403125,30.735720781250002,104.16834499999999,30.760274999999996,0
3,104.20668403125,30.735720781250002,104.23110196551724,30.649298068965518,0
3,104.20668403125,30.735720781250002,103.61329,30.99683,0
3,104.20668403125,30.735720781250002,103.9236534117647,30.673446323529415,0
3,104.20668403125,30.735720781250002,104.40076285714285,30.86340285714286,0
3,104.20668403125,30.735720781250002,104.21791800000001,30.802466,0
3,104.20668403125,30.735720781250002,104.23668295454549,30.782374772727266,0
3,104.20668403125,30.735720781250002,104.29697363636365,30.684199999999997,0
3,104.20668403125,30.735720781250002,104.02067249999999,30.839014833333334,0
3,104.20668403125,30.735720781250002,103.98255375,30.511358750000003,0
3,104.20668403125,30.735720781250002,104.15432199999998,30.847402,0
3,104.20668403125,30.735720781250002,103.94843095000002,30.977993000000005,0
3,104.20668403125,30.735720781250002,104.096902,30.896734,0
3,104.20668403125,30.735720781250002,104.13560333333334,30.478386666666665,0
3,104.20668403125,30.735720781250002,104.43639333333334,30.85260166666667,0
3,104.20668403125,30.735720781250002,103.87531714285714,30.58457842857143,0
3,104.20668403125,30.735720781250002,103.57272800000001,30.897280000000002,0
3,104.20668403125,30.735720781250002,104.269135,30.725851111111112,0
3,104.20668403125,30.735720781250002,104.20363857142857,30.876861428571427,0
3,104.20668403125,30.735720781250002,104.26632926086955,30.64805417391305,0
3,104.20668403125,30.735720781250002,103.85716500000002,30.777672384615382,0
3,104.20668403125,30.735720781250002,103.63606428571428,30.983785714285716,0
3,104.20668403125,30.735720781250002,103.99615333333333,30.520253333333333,0
3,104.20668403125,30.735720781250002,104.20068999999998,30.593339000000004,0
3,104.20668403125,30.735720781250002,103.9572088888889,30.990869999999997,0
3,104.20668403125,30.735720781250002,104.21925016666667,30.707968500000003,0
3,104.20668403125,30.735720781250002,104.327773875,30.637637875,0
3,104.20668403125,30.735720781250002,103.68092666666666,30.644258333333337,0
3,104.20668403125,30.735720781250002,104.1073157142857,30.944672857142855,0
3,104.20668403125,30.735720781250002,104.461646,30.857539600000003,0
3,104.20668403125,30.735720781250002,104.22959399999999,30.815998,0
3,104.20668403125,30.735720781250002,103.9334546,30.990269599999998,0
3,104.20668403125,30.735720781250002,103.80225399999999,30.661294000000005,0
4,103.92287377192982,30.75023894736842,104.07206172260082,30.672240335204563,57
4,103.92287377192982,30.75023894736842,103.9237705251509,30.591269382293763,0
4,103.92287377192982,30.75023894736842,104.25866720930233,30.88396520930232,0
4,103.92287377192982,30.75023894736842,104.2572095409836,30.562403475409837,0
4,103.92287377192982,30.75023894736842,104.30622614285714,30.60209007142857,0
4,103.92287377192982,30.75023894736842,103.85504021904762,30.689626469841276,0
4,103.92287377192982,30.75023894736842,103.99518476923079,30.48707561538462,0
4,103.92287377192982,30.75023894736842,103.88414,30.486520000000002,0
4,103.92287377192982,30.75023894736842,104.17112445000001,30.743695549999995,0
4,103.92287377192982,30.75023894736842,103.98198211214954,30.82188456074766,0
4,103.92287377192982,30.75023894736842,104.0119119047619,30.874704460317464,0
4,103.92287377192982,30.75023894736842,103.95123416666667,30.49310916666667,0
4,103.92287377192982,30.75023894736842,103.9098943,30.72089306666667,0
4,103.92287377192982,30.75023894736842,104.13582,30.48946,0
4,103.92287377192982,30.75023894736842,104.16834499999999,30.760274999999996,0
4,103.92287377192982,30.75023894736842,104.23110196551724,30.649298068965518,0
4,103.92287377192982,30.75023894736842,103.61329,30.99683,0
4,103.92287377192982,30.75023894736842,103.9236534117647,30.673446323529415,0
4,103.92287377192982,30.75023894736842,104.40076285714285,30.86340285714286,0
4,103.92287377192982,30.75023894736842,104.21791800000001,30.802466,0
4,103.92287377192982,30.75023894736842,104.23668295454549,30.782374772727266,0
4,103.92287377192982,30.75023894736842,104.29697363636365,30.684199999999997,0
4,103.92287377192982,30.75023894736842,104.02067249999999,30.839014833333334,0
4,103.92287377192982,30.75023894736842,103.98255375,30.511358750000003,0
4,103.92287377192982,30.75023894736842,104.15432199999998,30.847402,0
4,103.92287377192982,30.75023894736842,103.94843095000002,30.977993000000005,0
4,103.92287377192982,30.75023894736842,104.096902,30.896734,0
4,103.92287377192982,30.75023894736842,104.13560333333334,30.478386666666665,0
4,103.92287377192982,30.75023894736842,104.43639333333334,30.85260166666667,0
4,103.92287377192982,30.75023894736842,103.87531714285714,30.58457842857143,0
4,103.92287377192982,30.75023894736842,103.57272800000001,30.897280000000002,0
4,103.92287377192982,30.75023894736842,104.269135,30.725851111111112,0
4,103.92287377192982,30.75023894736842,104.20363857142857,30.876861428571427,0
4,103.92287377192982,30.75023894736842,104.26632926086955,30.64805417391305,0
4,103.92287377192982,30.75023894736842,103.85716500000002,30.777672384615382,0
4,103.92287377192982,30.75023894736842,103.63606428571428,30.983785714285716,0
4,103.92287377192982,30.75023894736842,103.99615333333333,30.520253333333333,0
4,103.92287377192982,30.75023894736842,104.20068999999998,30.593339000000004,0
4,103.92287377192982,30.75023894736842,103.9572088888889,30.990869999999997,0
4,103.92287377192982,30.75023894736842,104.21925016666667,30.707968500000003,0
4,103.92287377192982,30.75023894736842,104.327773875,30.637637875,0
4,103.92287377192982,30.75023894736842,103.68092666666666,30.644258333333337,0
4,103.92287377192982,30.75023894736842,104.1073157142857,30.944672857142855,0
4,103.92287377192982,30.75023894736842,104.461646,30.857539600000003,0
4,103.92287377192982,30.75023894736842,104.22959399999999,30.815998,0
4,103.92287377192982,30.75023894736842,103.9334546,30.990269599999998,0
4,103.92287377192982,30.75023894736842,103.80225399999999,30.661294000000005,0
5,104.2333222857143,30.786197809523802,104.07206172260082,30.672240335204563,21
5,104.2333222857143,30.786197809523802,103.9237705251509,30.591269382293763,0
5,104.2333222857143,30.786197809523802,104.25866720930233,30.88396520930232,0
5,104.2333222857143,30.786197809523802,104.2572095409836,30.562403475409837,0
5,104.2333222857143,30.786197809523802,104.30622614285714,30.60209007142857,0
5,104.2333222857143,30.786197809523802,103.85504021904762,30.689626469841276,0
5,104.2333222857143,30.786197809523802,103.99518476923079,30.48707561538462,0
5,104.2333222857143,30.786197809523802,103.88414,30.486520000000002,0
5,104.2333222857143,30.786197809523802,104.17112445000001,30.743695549999995,0
5,104.2333222857143,30.786197809523802,103.98198211214954,30.82188456074766,0
5,104.2333222857143,30.786197809523802,104.0119119047619,30.874704460317464,0
5,104.2333222857143,30.786197809523802,103.95123416666667,30.49310916666667,0
5,104.2333222857143,30.786197809523802,103.9098943,30.72089306666667,0
5,104.2333222857143,30.786197809523802,104.13582,30.48946,0
5,104.2333222857143,30.786197809523802,104.16834499999999,30.760274999999996,0
5,104.2333222857143,30.786197809523802,104.23110196551724,30.649298068965518,0
5,104.2333222857143,30.786197809523802,103.61329,30.99683,0
5,104.2333222857143,30.786197809523802,103.9236534117647,30.673446323529415,0
5,104.2333222857143,30.786197809523802,104.40076285714285,30.86340285714286,0
5,104.2333222857143,30.786197809523802,104.21791800000001,30.802466,0
5,104.2333222857143,30.786197809523802,104.23668295454549,30.782374772727266,0
5,104.2333222857143,30.786197809523802,104.29697363636365,30.684199999999997,0
5,104.2333222857143,30.786197809523802,104.02067249999999,30.839014833333334,0
5,104.2333222857143,30.786197809523802,103.98255375,30.511358750000003,0
5,104.2333222857143,30.786197809523802,104.15432199999998,30.847402,0
5,104.2333222857143,30.786197809523802,103.94843095000002,30.977993000000005,0
5,104.2333222857143,30.786197809523802,104.096902,30.896734,0
5,104.2333222857143,30.786197809523802,104.13560333333334,30.478386666666665,0
5,104.2333222857143,30.786197809523802,104.43639333333334,30.85260166666667,0
5,104.2333222857143,30.786197809523802,103.87531714285714,30.58457842857143,0
5,104.2333222857143,30.786197809523802,103.57272800000001,30.897280000000002,0
5,104.2333222857143,30.786197809523802,104.269135,30.725851111111112,0
5,104.2333222857143,30.786197809523802,104.20363857142857,30.876861428571427,0
5,104.2333222857143,30.786197809523802,104.26632926086955,30.64805417391305,0
5,104.2333222857143,30.786197809523802,103.85716500000002,30.777672384615382,0
5,104.2333222857143,30.786197809523802,103.63606428571428,30.983785714285716,0
5,104.2333222857143,30.786197809523802,103.99615333333333,30.520253333333333,0
5,104.2333222857143,30.786197809523802,104.20068999999998,30.593339000000004,0
5,104.2333222857143,30.786197809523802,103.9572088888889,30.990869999999997,0
5,104.2333222857143,30.786197809523802,104.21925016666667,30.707968500000003,0
5,104.2333222857143,30.786197809523802,104.327773875,30.637637875,0
5,104.2333222857143,30.786197809523802,103.68092666666666,30.644258333333337,0
5,104.2333222857143,30.786197809523802,104.1073157142857,30.944672857142855,0
5,104.2333222857143,30.786197809523802,104.461646,30.857539600000003,0
5,104.2333222857143,30.786197809523802,104.22959399999999,30.815998,0
5,104.2333222857143,30.786197809523802,103.9334546,30.990269599999998,0
5,104.2333222857143,30.786197809523802,103.80225399999999,30.661294000000005,0
6,104.26724042105262,30.5587449122807,104.07206172260082,30.672240335204563,56
6,104.26724042105262,30.5587449122807,103.9237705251509,30.591269382293763,0
6,104.26724042105262,30.5587449122807,104.25866720930233,30.88396520930232,0
6,104.26724042105262,30.5587449122807,104.2572095409836,30.562403475409837,1
6,104.26724042105262,30.5587449122807,104.30622614285714,30.60209007142857,0
6,104.26724042105262,30.5587449122807,103.85504021904762,30.689626469841276,0
6,104.26724042105262,30.5587449122807,103.99518476923079,30.48707561538462,0
6,104.26724042105262,30.5587449122807,103.88414,30.486520000000002,0
6,104.26724042105262,30.5587449122807,104.17112445000001,30.743695549999995,0
6,104.26724042105262,30.5587449122807,103.98198211214954,30.82188456074766,0
6,104.26724042105262,30.5587449122807,104.0119119047619,30.874704460317464,0
6,104.26724042105262,30.5587449122807,103.95123416666667,30.49310916666667,0
6,104.26724042105262,30.5587449122807,103.9098943,30.72089306666667,0
6,104.26724042105262,30.5587449122807,104.13582,30.48946,0
6,104.26724042105262,30.5587449122807,104.16834499999999,30.760274999999996,0
6,104.26724042105262,30.5587449122807,104.23110196551724,30.649298068965518,0
6,104.26724042105262,30.5587449122807,103.61329,30.99683,0
6,104.26724042105262,30.5587449122807,103.9236534117647,30.673446323529415,0
6,104.26724042105262,30.5587449122807,104.40076285714285,30.86340285714286,0
6,104.26724042105262,30.5587449122807,104.21791800000001,30.802466,0
6,104.26724042105262,30.5587449122807,104.23668295454549,30.782374772727266,0
6,104.26724042105262,30.5587449122807,104.29697363636365,30.684199999999997,0
6,104.26724042105262,30.5587449122807,104.02067249999999,30.839014833333334,0
6,104.26724042105262,30.5587449122807,103.98255375,30.511358750000003,0
6,104.26724042105262,30.5587449122807,104.15432199999998,30.847402,0
6,104.26724042105262,30.5587449122807,103.94843095000002,30.977993000000005,0
6,104.26724042105262,30.5587449122807,104.096902,30.896734,0
6,104.26724042105262,30.5587449122807,104.13560333333334,30.478386666666665,0
6,104.26724042105262,30.5587449122807,104.43639333333334,30.85260166666667,0
6,104.26724042105262,30.5587449122807,103.87531714285714,30.58457842857143,0
6,104.26724042105262,30.5587449122807,103.57272800000001,30.897280000000002,0
6,104.26724042105262,30.5587449122807,104.269135,30.725851111111112,0
6,104.26724042105262,30.5587449122807,104.20363857142857,30.876861428571427,0
6,104.26724042105262,30.5587449122807,104.26632926086955,30.64805417391305,0
6,104.26724042105262,30.5587449122807,103.85716500000002,30.777672384615382,0
6,104.26724042105262,30.5587449122807,103.63606428571428,30.983785714285716,0
6,104.26724042105262,30.5587449122807,103.99615333333333,30.520253333333333,0
6,104.26724042105262,30.5587449122807,104.20068999999998,30.593339000000004,0
6,104.26724042105262,30.5587449122807,103.9572088888889,30.990869999999997,0
6,104.26724042105262,30.5587449122807,104.21925016666667,30.707968500000003,0
6,104.26724042105262,30.5587449122807,104.327773875,30.637637875,0
6,104.26724042105262,30.5587449122807,103.68092666666666,30.644258333333337,0
6,104.26724042105262,30.5587449122807,104.1073157142857,30.944672857142855,0
6,104.26724042105262,30.5587449122807,104.461646,30.857539600000003,0
6,104.26724042105262,30.5587449122807,104.22959399999999,30.815998,0
6,104.26724042105262,30.5587449122807,103.9334546,30.990269599999998,0
6,104.26724042105262,30.5587449122807,103.80225399999999,30.661294000000005,0
